x y z
0.514286 0.367347 -0.164708
0.542857 0.367347 -0.143902
0.571429 0.367347 -0.186867
0.6 0.367347 -0.221746
0.628571 0.367347 -0.218745
0.657143 0.367347 -0.21765
0.685714 0.367347 -0.210931
0.714286 0.367347 -0.172485
0.742857 0.367347 -0.222008
0.771429 0.367347 -0.199593
0.8 0.367347 -0.170174
0.828571 0.367347 -0.163796
0.857143 0.367347 -0.184003
0.885714 0.367347 -0.227874
0.914286 0.367347 -0.178244
0.942857 0.367347 -0.218312
0.971429 0.367347 -0.191756
1 0.367347 -0.174462

0 0.387755 -0.185961
0.0285714 0.387755 -0.202235
0.0571429 0.387755 -0.159705
0.0857143 0.387755 -0.163443
0.114286 0.387755 -0.184476
0.142857 0.387755 -0.204525
0.171429 0.387755 -0.176153
0.2 0.387755 -0.150371
0.228571 0.387755 -0.182971
0.257143 0.387755 -0.194778
0.285714 0.387755 -0.166874
0.314286 0.387755 -0.144089
0.342857 0.387755 -0.185331
0.371429 0.387755 -0.206993
0.4 0.387755 -0.181111
0.428571 0.387755 -0.153794
0.457143 0.387755 -0.141034
0.485714 0.387755 -0.215317
0.514286 0.387755 -0.164858
0.542857 0.387755 -0.203127
0.571429 0.387755 -0.190597
0.6 0.387755 -0.129235
0.628571 0.387755 -0.177418
0.657143 0.387755 -0.174055
0.685714 0.387755 -0.141607
0.714286 0.387755 -0.177657
0.742857 0.387755 -0.190509
0.771429 0.387755 -0.191857
0.8 0.387755 -0.211502
0.828571 0.387755 -0.155343
0.857143 0.387755 -0.146672
0.885714 0.387755 -0.134418
0.914286 0.387755 -0.171373
0.942857 0.387755 -0.160277
0.971429 0.387755 -0.161528
1 0.387755 -0.140019

0 0.408163 -0.115137
0.0285714 0.408163 -0.135802
0.0571429 0.408163 -0.181073
0.0857143 0.408163 -0.185456
0.114286 0.408163 -0.133311
0.142857 0.408163 -0.129579
0.171429 0.408163 -0.140648
0.2 0.408163 -0.173756
0.228571 0.408163 -0.151425
0.257143 0.408163 -0.156871
0.285714 0.408163 -0.173399
0.314286 0.408163 -0.130211
0.342857 0.408163 -0.133171
0.371429 0.408163 -0.188119
0.4 0.408163 -0.140834
0.428571 0.408163 -0.148612
0.457143 0.408163 -0.128208
0.485714 0.408163 -0.147331
0.514286 0.408163 -0.14276
0.542857 0.408163 -0.159526
0.571429 0.408163 -0.12505
0.6 0.408163 -0.179664
0.628571 0.408163 -0.157081
0.657143 0.408163 -0.14163
0.685714 0.408163 -0.136049
0.714286 0.408163 -0.126292
0.742857 0.408163 -0.142031
0.771429 0.408163 -0.139714
0.8 0.408163 -0.135925
0.828571 0.408163 -0.13607
0.857143 0.408163 -0.12417
0.885714 0.408163 -0.143551
0.914286 0.408163 -0.161269
0.942857 0.408163 -0.127498
0.971429 0.408163 -0.151614
1 0.408163 -0.189958

0 0.428571 -0.104892
0.0285714 0.428571 -0.119802
0.0571429 0.428571 -0.114053
0.0857143 0.428571 -0.160261
0.114286 0.428571 -0.0800699
0.142857 0.428571 -0.12698
0.171429 0.428571 -0.0973602
0.2 0.428571 -0.116391
0.228571 0.428571 -0.121685
0.257143 0.428571 -0.115001
0.285714 0.428571 -0.100866
0.314286 0.428571 -0.103646
0.342857 0.428571 -0.0984549
0.371429 0.428571 -0.132382
0.4 0.428571 -0.0924197
0.428571 0.428571 -0.115898
0.457143 0.428571 -0.081508
0.485714 0.428571 -0.149555
0.514286 0.428571 -0.12286
0.542857 0.428571 -0.12811
0.571429 0.428571 -0.122468
0.6 0.428571 -0.107539
0.628571 0.428571 -0.159086
0.657143 0.428571 -0.113171
0.685714 0.428571 -0.0912404
0.714286 0.428571 -0.135831
0.742857 0.428571 -0.120166
0.771429 0.428571 -0.12449
0.8 0.428571 -0.127666
0.828571 0.428571 -0.112801
0.857143 0.428571 -0.135476
0.885714 0.428571 -0.140608
